Customer_ID,cluster_category
33574,4.0
10089,3.0
38329,3.0
11376,3.0
12410,2.0
826,3.0
10364,1.0
39986,1.0
11133,6.0
32747,3.0
24564,3.0
40298,1.0
5642,3.0
15993,1.0
33308,1.0
540,1.0
34437,1.0
6605,1.0
39387,4.0
1718,3.0
15389,1.0
21309,4.0
7023,6.0
39072,3.0
23944,2.0
38085,1.0
27666,1.0
32795,3.0
18106,3.0
7096,3.0
40112,3.0
23824,3.0
32219,6.0
28701,6.0
20064,3.0
18842,1.0
18751,6.0
37221,3.0
32199,3.0
36922,3.0
23552,2.0
22381,3.0
16664,3.0
24259,3.0
34557,3.0
6124,6.0
10973,3.0
38705,3.0
24029,3.0
18134,3.0
8512,1.0
40215,3.0
1875,3.0
29032,2.0
16682,3.0
39219,1.0
30044,3.0
28027,3.0
28994,3.0
35849,3.0
34053,3.0
36906,3.0
22994,3.0
1101,3.0
14995,3.0
2434,3.0
14510,3.0
2680,3.0
7598,3.0
20614,3.0
12892,2.0
6579,3.0
39501,1.0
30307,6.0
37678,6.0
28217,6.0
39354,2.0
21385,6.0
7516,4.0
10430,1.0
14547,1.0
34134,4.0
24622,3.0
37597,6.0
36463,3.0
17593,3.0
34270,3.0
12278,6.0
32374,3.0
36747,4.0
33514,3.0
26094,1.0
27854,1.0
4903,3.0
16612,3.0
2686,3.0
3908,6.0
28455,1.0
6147,1.0
39083,2.0
5189,3.0
28580,1.0
10855,1.0
23791,1.0
39374,1.0
5192,4.0
19424,6.0
30329,6.0
25105,3.0
29294,3.0
32434,3.0
4229,3.0
40033,3.0
27419,3.0
9410,3.0
36513,3.0
6503,3.0
17525,1.0
18928,3.0
36312,1.0
5969,3.0
8348,3.0
12083,3.0
32720,3.0
22967,1.0
7184,3.0
10255,3.0
37734,3.0
25390,4.0
24645,3.0
35511,3.0
36822,6.0
12577,3.0
21744,1.0
13159,3.0
8160,4.0
10052,3.0
31705,3.0
23453,4.0
22380,3.0
4167,6.0
38014,3.0
19214,6.0
24421,4.0
612,1.0
29791,1.0
12601,3.0
17531,4.0
38485,3.0
17641,3.0
21615,1.0
19521,1.0
12912,3.0
6667,4.0
37036,3.0
7498,3.0
21726,3.0
30558,1.0
30898,3.0
19282,3.0
36324,1.0
5597,4.0
15210,3.0
27699,1.0
16243,3.0
37551,3.0
19607,3.0
12377,1.0
24341,3.0
15173,1.0
32813,3.0
20789,3.0
30603,4.0
7476,1.0
21484,3.0
12347,1.0
13326,1.0
36896,3.0
202,3.0
24650,1.0
28563,3.0
18341,4.0
15665,1.0
9000,6.0
19398,3.0
12125,3.0
4582,6.0
37204,4.0
6620,3.0
36455,3.0
12113,6.0
11986,3.0
34825,3.0
2078,3.0
13153,3.0
25415,3.0
33351,3.0
14689,1.0
11042,3.0
10729,3.0
13015,6.0
15371,3.0
20982,1.0
30489,4.0
14127,3.0
36494,6.0
17901,3.0
33694,6.0
36598,1.0
36367,4.0
40660,6.0
1883,1.0
21155,1.0
23416,1.0
35189,3.0
20314,3.0
22183,3.0
15894,3.0
38983,1.0
33209,1.0
20970,3.0
35535,1.0
31303,3.0
32563,1.0
37962,3.0
1061,3.0
36635,3.0
16585,3.0
6152,3.0
34844,1.0
5452,3.0
20712,3.0
4041,4.0
35491,3.0
38206,1.0
13752,3.0
37302,1.0
14549,1.0
21204,1.0
33297,3.0
33388,3.0
19530,3.0
40373,3.0
11484,1.0
12667,3.0
5257,1.0
9205,3.0
25727,1.0
28075,1.0
9325,1.0
17309,3.0
1251,1.0
40276,3.0
38690,3.0
6181,1.0
4735,6.0
25880,3.0
23355,3.0
35099,1.0
2278,1.0
8852,3.0
3771,3.0
24112,3.0
17197,3.0
12954,3.0
12569,3.0
33736,3.0
22252,3.0
15093,6.0
31374,3.0
40508,1.0
29755,3.0
36547,4.0
5883,3.0
15868,1.0
2967,3.0
30760,6.0
29351,3.0
5546,1.0
12010,1.0
24762,6.0
3911,3.0
28949,6.0
25572,1.0
39423,1.0
19264,3.0
29932,3.0
33314,4.0
4098,4.0
14507,3.0
17485,3.0
4913,1.0
31726,3.0
37441,1.0
28012,3.0
24313,3.0
37873,1.0
15947,3.0
1315,6.0
3425,4.0
30157,4.0
33188,3.0
28471,1.0
40160,4.0
30008,4.0
18891,4.0
23510,3.0
32183,3.0
18966,2.0
15668,3.0
34109,3.0
3390,1.0
13953,1.0
31359,6.0
23434,4.0
24742,3.0
8851,6.0
7441,2.0
24458,3.0
12659,3.0
27353,6.0
10894,3.0
7630,6.0
16082,3.0
26747,1.0
16476,6.0
39424,1.0
15786,3.0
16832,3.0
23042,6.0
24996,4.0
23231,1.0
9470,3.0
37006,3.0
38723,1.0
5292,3.0
3148,3.0
5499,3.0
6975,1.0
36722,3.0
22042,1.0
32865,6.0
1660,1.0
658,2.0
28328,3.0
31479,1.0
33601,3.0
17799,6.0
15520,1.0
13252,1.0
11367,4.0
24593,1.0
23181,6.0
16052,3.0
30425,4.0
17854,3.0
10141,3.0
5732,2.0
11397,3.0
9992,2.0
35384,3.0
9871,3.0
40450,4.0
19640,1.0
14598,3.0
35327,6.0
30494,2.0
5423,1.0
37779,3.0
38921,3.0
28137,6.0
22092,6.0
31364,3.0
39687,4.0
40246,6.0
10145,3.0
26500,6.0
22702,6.0
16102,6.0
10059,1.0
25170,6.0
23301,6.0
23014,3.0
10574,1.0
30861,3.0
7,6.0
5672,3.0
35329,3.0
33403,1.0
2232,3.0
25433,1.0
6157,3.0
34952,1.0
17382,1.0
13468,3.0
6096,4.0
36143,3.0
27568,3.0
2836,1.0
6673,1.0
8099,3.0
39051,3.0
39203,3.0
12381,3.0
1166,4.0
6155,1.0
36727,1.0
29236,3.0
28378,3.0
6275,3.0
4781,4.0
33843,3.0
9024,4.0
34674,3.0
39478,3.0
31384,3.0
12853,6.0
2239,3.0
24371,1.0
30260,3.0
20947,1.0
7972,3.0
3238,1.0
2098,1.0
10422,1.0
30087,3.0
8202,6.0
36755,4.0
7151,6.0
27468,2.0
12828,6.0
32962,3.0
32727,3.0
7945,1.0
8667,4.0
17845,6.0
37825,1.0
22220,4.0
29805,2.0
31961,6.0
1011,1.0
4963,3.0
22321,6.0
6204,1.0
39656,3.0
38452,1.0
3857,3.0
33191,3.0
35346,3.0
23993,1.0
35460,3.0
7671,1.0
22526,3.0
33930,6.0
39334,1.0
36497,3.0
2156,3.0
3744,1.0
26018,4.0
28197,6.0
30572,1.0
1601,3.0
2585,3.0
12947,6.0
14283,6.0
15545,3.0
15861,1.0
11689,6.0
18284,3.0
26600,1.0
30784,1.0
18339,3.0
34453,3.0
33969,4.0
16013,3.0
15070,1.0
3667,1.0
21312,3.0
26467,6.0
30943,3.0
8764,1.0
19722,2.0
28676,1.0
30601,1.0
5036,3.0
14466,1.0
1479,1.0
32090,3.0
27264,1.0
26397,3.0
3445,3.0
37023,3.0
14188,1.0
23628,1.0
17356,3.0
16668,1.0
25297,3.0
4633,3.0
36486,3.0
1044,3.0
37022,1.0
30622,1.0
1413,1.0
36310,1.0
13667,6.0
34895,3.0
35717,4.0
24142,1.0
22253,3.0
5651,1.0
32334,4.0
35477,3.0
14903,3.0
18255,4.0
14864,3.0
29645,2.0
37902,4.0
10851,6.0
1074,1.0
34434,4.0
14992,3.0
35893,3.0
15747,1.0
17564,6.0
32705,3.0
3487,1.0
28754,1.0
31274,6.0
25979,1.0
25393,3.0
2032,2.0
